pixel vinkelx vinkely
0 -0.26689028274525234000 0.00278736587723501120
1 -0.26525308439214640000 0.00278736587723501120
2 -0.26361832021786219000 0.00278736587723501120
3 -0.26198598109461230000 0.00278736587723501120
4 -0.26035605789460919000 0.00278736587723501120
5 -0.25872854149006536000 0.00278736587723501120
6 -0.25710342275319348000 0.00278736587723501120
7 -0.25548069255620603000 0.00278736587723501120
8 -0.25386034177131550000 0.00278736587723501120
9 -0.25224236127073457000 0.00278736587723501120
10 -0.25062674192667561000 0.00278736587723501120
11 -0.24901347461135120000 0.00278736587723501120
12 -0.24740255019697394000 0.00278736587723501120
13 -0.24579395955575628000 0.00278736587723501120
14 -0.24418769355991082000 0.00278736587723501120
15 -0.24258374308165015000 0.00278736587723501120
16 -0.24098209899318662000 0.00278736587723501120
17 -0.23938275216673305000 0.00278736587723501120
18 -0.23778569347450168000 0.00278736587723501120
19 -0.23619091378870527000 0.00278736587723501120
20 -0.23459840398155624000 0.00278736587723501120
21 -0.23300815492526722000 0.00278736587723501120
22 -0.23142015749205064000 0.00278736587723501120
23 -0.22983440255411908000 0.00278736587723501120
24 -0.22825088098368512000 0.00278736587723501120
25 -0.22666958365296130000 0.00278736587723501120
26 -0.22509050143416010000 0.00278736587723501120
27 -0.22351362519949408000 0.00278736587723501120
28 -0.22193894582117579000 0.00278736587723501120
29 -0.22036645417141770000 0.00278736587723501120
30 -0.21879614112243251000 0.00278736587723501120
31 -0.21722799754643257000 0.00278736587723501120
32 -0.21566201431563059000 0.00278736587723501120
33 -0.21409818230223898000 0.00278736587723501120
34 -0.21253649237847028000 0.00278736587723501120
35 -0.21097693541653711000 0.00278736587723501120
36 -0.20941950228865197000 0.00278736587723501120
37 -0.20786418386702743000 0.00278736587723501120
38 -0.20631097102387591000 0.00278736587723501120
39 -0.20475985463141011000 0.00278736587723501120
40 -0.20321082556184250000 0.00278736587723501120
41 -0.20166387468738556000 0.00278736587723501120
42 -0.20011899288025187000 0.00278736587723501120
43 -0.19857617101265396000 0.00278736587723501120
44 -0.19703539995680447000 0.00278736587723501120
45 -0.19549667058491577000 0.00278736587723501120
46 -0.19395997376920049000 0.00278736587723501120
47 -0.19242530038187117000 0.00278736587723501120
48 -0.19089264129514033000 0.00278736587723501120
49 -0.18936198738122056000 0.00278736587723501120
50 -0.18783332951232429000 0.00278736587723501120
51 -0.18630665856066414000 0.00278736587723501120
52 -0.18478196539845265000 0.00278736587723501120
53 -0.18325924089790230000 0.00278736587723501120
54 -0.18173847593122566000 0.00278736587723501120
55 -0.18021966137063533000 0.00278736587723501120
56 -0.17870278808834378000 0.00278736587723501120
57 -0.17718784695656353000 0.00278736587723501120
58 -0.17567482884750713000 0.00278736587723501120
59 -0.17416372463338720000 0.00278736587723501120
60 -0.17265452518641616000 0.00278736587723501120
61 -0.17114722137880661000 0.00278736587723501120
62 -0.16964180408277107000 0.00278736587723501120
63 -0.16813826417052208000 0.00278736587723501120
64 -0.16663659251427221000 0.00278736587723501120
65 -0.16513677998623399000 0.00278736587723501120
66 -0.16363881745861991000 0.00278736587723501120
67 -0.16214269580364254000 0.00278736587723501120
68 -0.16064840589351442000 0.00278736587723501120
69 -0.15915593860044813000 0.00278736587723501120
70 -0.15766528479665615000 0.00278736587723501120
71 -0.15617643535435100000 0.00278736587723501120
72 -0.15468938114574526000 0.00278736587723501120
73 -0.15320411304305148000 0.00278736587723501120
74 -0.15172062191848218000 0.00278736587723501120
75 -0.15023889864424983000 0.00278736587723501120
76 -0.14875893409256707000 0.00278736587723501120
77 -0.14728071913564644000 0.00278736587723501120
78 -0.14580424464570046000 0.00278736587723501120
79 -0.14432950149494156000 0.00278736587723501120
80 -0.14285648055558248000 0.00278736587723501120
81 -0.14138517269983553000 0.00278736587723501120
82 -0.13991556879991346000 0.00278736587723501120
83 -0.13844765972802858000 0.00278736587723501120
84 -0.13698143635639365000 0.00278736587723501120
85 -0.13551688955722113000 0.00278736587723501120
86 -0.13405401020272351000 0.00278736587723501120
87 -0.13259278916511336000 0.00278736587723501120
88 -0.13113321731660327000 0.00278736587723501120
89 -0.12967528552940571000 0.00278736587723501120
90 -0.12821898467573317000 0.00278736587723501120
91 -0.12676430562779833000 0.00278736587723501120
92 -0.12531123925781362000 0.00278736587723501120
93 -0.12385977643799162000 0.00278736587723501120
94 -0.12240990804054486000 0.00278736587723501120
95 -0.12096162493768586000 0.00278736587723501120
96 -0.11951491800162722000 0.00278736587723501120
97 -0.11806977810458147000 0.00278736587723501120
98 -0.11662619611876102000 0.00278736587723501120
99 -0.11518416291637851000 0.00278736587723501120
100 -0.11374366936964647000 0.00278736587723501120
101 -0.11230470635077749000 0.00278736587723501120
102 -0.11086726473198405000 0.00278736587723501120
103 -0.10943133538547867000 0.00278736587723501120
104 -0.10799690918347393000 0.00278736587723501120
105 -0.10656397699818237000 0.00278736587723501120
106 -0.10513252970181647000 0.00278736587723501120
107 -0.10370255816658874000 0.00278736587723501120
108 -0.10227405326471189000 0.00278736587723501120
109 -0.10084700586839829000 0.00278736587723501120
110 -0.09942140684986061600 0.00278736587723501120
111 -0.09799724708131124500 0.00278736587723501120
112 -0.09657451743496287000 0.00278736587723501120
113 -0.09515320878302790900 0.00278736587723501120
114 -0.09373331199771900400 0.00278736587723501120
115 -0.09231481795124857300 0.00278736587723501120
116 -0.09089771751582925700 0.00278736587723501120
117 -0.08948200156367353000 0.00278736587723501120
118 -0.08806766096699403200 0.00278736587723501120
119 -0.08665468659800318300 0.00278736587723501120
120 -0.08524306932891356800 0.00278736587723501120
121 -0.08383280003193771500 0.00278736587723501120
122 -0.08242386957928821100 0.00278736587723501120
123 -0.08101626884317747500 0.00278736587723501120
124 -0.07960998869581820100 0.00278736587723501120
125 -0.07820502000942281000 0.00278736587723501120
126 -0.07680135365620383000 0.00278736587723501120
127 -0.07539898050837395800 0.00278736587723501120
128 -0.07399789143814555800 0.00278736587723501120
129 -0.07259807731773126900 0.00278736587723501120
130 -0.07119952901934356600 0.00278736587723501120
131 -0.06980223741519503400 0.00278736587723501120
132 -0.06840619337749814800 0.00278736587723501120
133 -0.06701138777846554800 0.00278736587723501120
134 -0.06561781149030965200 0.00278736587723501120
135 -0.06422545538524310200 0.00278736587723501120
136 -0.06283431033547842700 0.00278736587723501120
137 -0.06144436721322804600 0.00278736587723501120
138 -0.06005561689070465500 0.00278736587723501120
139 -0.05866805024012067300 0.00278736587723501120
140 -0.05728165813368874000 0.00278736587723501120
141 -0.05589643144362127500 0.00278736587723501120
142 -0.05451236104213091900 0.00278736587723501120
143 -0.05312943780143014600 0.00278736587723501120
144 -0.05174765259373159700 0.00278736587723501120
145 -0.05036699629124769000 0.00278736587723501120
146 -0.04898745976619095500 0.00278736587723501120
147 -0.04760903389077403300 0.00278736587723501120
148 -0.04623170953720939800 0.00278736587723501120
149 -0.04485547757770963500 0.00278736587723501120
150 -0.04348032888448721800 0.00278736587723501120
151 -0.04210625432975473300 0.00278736587723501120
152 -0.04073324478572465400 0.00278736587723501120
153 -0.03936129112460956500 0.00278736587723501120
154 -0.03799038421862210900 0.00278736587723501120
155 -0.03662051493997459100 0.00278736587723501120
156 -0.03525167416087976500 0.00278736587723501120
157 -0.03388385275355004800 0.00278736587723501120
158 -0.03251704159019802600 0.00278736587723501120
159 -0.03115123154303622900 0.00278736587723501120
160 -0.02978641348427718500 0.00278736587723501120
161 -0.02842257828613342600 0.00278736587723501120
162 -0.02705971682081748100 0.00278736587723501120
163 -0.02569781996054193400 0.00278736587723501120
164 -0.02433687857751931600 0.00278736587723501120
165 -0.02297688354396215700 0.00278736587723501120
166 -0.02161782573208292900 0.00278736587723501120
167 -0.02025969601409427500 0.00278736587723501120
168 -0.01890248526220866800 0.00278736587723501120
169 -0.01754618434863858300 0.00278736587723501120
170 -0.01619078414559677000 0.00278736587723501120
171 -0.01483627552529553900 0.00278736587723501120
172 -0.01348264935994758500 0.00278736587723501120
173 -0.01212989652176532700 0.00278736587723501120
174 -0.01077800788296146000 0.00278736587723501120
175 -0.00942697431574829330 0.00278736587723501120
176 -0.00807678669233857780 0.00278736587723501120
177 -0.00672743588494478790 0.00278736587723501120
178 -0.00537891276577934230 0.00278736587723501120
179 -0.00403120820705499260 0.00278736587723501120
180 -0.00268431308098410200 0.00278736587723501120
181 -0.00133821825977931130 0.00278736587723501120
182 0.00000708538434696093 0.00278736587723501120
183 0.00135160697918207400 0.00278736587723501120
184 0.00269535565251344260 0.00278736587723501120
185 0.00403834053212870360 0.00278736587723501120
186 0.00538057074581510530 0.00278736587723501120
187 0.00672205542136028460 0.00278736587723501120
188 0.00806280368655160060 0.00278736587723501120
